MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x12\x0Cセレスティア\x022\n\x0E\x03\x02\x0E\x0Cセレスティア\n¿Podemos hablar un momento?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x08\x06モーヴ\n¿Ocupaba entonces una posición de mando?\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0E\x0Cセレスティア\nSí, como fundador, podría haber asumido\nel liderazgo, pero insistió en cedérmelo a mí.\x0E\x04\x02\x00
MID_RELIANCE_B_#014	Aunque en ocasiones me daba órdenes incluso\na mí, como cuando me olvidaba de comer.\x0E\x04\x02\x00
MID_RELIANCE_B_#015	También me dedicaba alguna regañina, como:\n"¡Siéntate y come bien!".\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x08\x06モーヴ\nDeduzco que estabais muy unidos.\x0E\x04\x02\x00
MID_RELIANCE_B_#017	Ojalá pudiera decir yo lo mismo...\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0E\x0Cセレスティア\n¿Oh?\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x08\x06モーヴ\nNo importa. Gracias por contarme todo esto.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0E\x0Cセレスティア\n¿Conoces bien a mi homóloga\nde este mundo?\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x08\x06モーヴ\nNo me atrevería a decir que bien,\npero sí la conozco.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0E\x0Cセレスティア\nMe gustaría que me hablaras de ella otro día.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x08\x06モーヴ\nSi insistes...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x12\x0Cセレスティア\x022\n\x0E\x03\x02\x0E\x0Cセレスティア\n¿Recuerdas que en otra ocasión te pedí\nque me hablaras de mi yo de este mundo?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x08\x06モーヴ\nSí, y supongo que acepté hacerlo.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cセレスティア\nTe noto tenso. ¿Es un tema sensible para ti?\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x08\x06モーヴ\nNo, pero ten presente que lo que te voy\na relatar son meros rumores.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0E\x0Cセレスティア\nEntendido.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x08\x06モーヴ\nEn este mundo, habíamos creado un grupo\nllamado los Cuatro Mastines.\x0E\x04\x02\x00
MID_RELIANCE_A_#007	Su propósito era cumplir la voluntad\nde Sombron. Tu homóloga era su líder.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cセレスティア\n¿Y tú eras su mano derecha en este mundo?\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x08\x06モーヴ\nEse cometido lo ostentaba otro hombre.\x0E\x04\x02\x00
MID_RELIANCE_A_#010	Zephia, la líder de los Cuatro Mastines,\nafirmaba considerarnos como su familia.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0E\x0Cセレスティア\n¿Y no era así?\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x08\x06モーヴ\nSus actos contradecían sus palabras. Era severa,\ndestructiva y, por encima de todo, solitaria.\x0E\x04\x02\x00
MID_RELIANCE_A_#013	Oí decir que sus instintos dragontinos eran\nmuy poderosos, incluso para un dragón mago.\x0E\x04\x02\x00
MID_RELIANCE_A_#014	Se dice que su aldea natal fue destruida\npor un arrebato incontrolado de su magia.\x0E\x04\x02\x00
MID_RELIANCE_A_#015	Algunos afirman que, de no haber sido Sombron\nel Dragón Caído, ella habría asumido el mando.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0E\x0Cセレスティア\nNo puede ser...\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x08\x06モーヴ\nLo que sí sé es que buscó el afecto de Sombron\na cualquier precio, apartando al resto a su paso.\x0E\x04\x02\x00
MID_RELIANCE_A_#018	Los Cuatro Mastines nunca estuvimos\nmuy unidos, algo que jamás me molestó.\x0E\x04\x02\x00
MID_RELIANCE_A_#019	Pero quizá las cosas se torcieron precisamente\nporque no éramos una auténtica familia.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0E\x0Cセレスティア\nYa veo...\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06モーヴ\nSé que no es una historia agradable.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0E\x0Cセレスティア\nMauvier, no sé si deberíamos ser amigos\ndespués de todo.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x08\x06モーヴ\nParece que te he ofendido.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0E\x0Cセレスティア\nEn absoluto. Lo que quiero decir es que\ndeberíamos ser familia, como en mi mundo.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x08\x06モーヴ\n¿De veras? ¿Por qué?\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0E\x0Cセレスティア\nQuiero asegurarme de que no te ves forzado\na recorrer el camino equivocado de nuevo.\x0E\x04\x02\x00
MID_RELIANCE_A_#027	Apenas nos conocemos, pero estrechar lazos\nhará que consideres este sitio como tu hogar.\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x08\x06モーヴ\nEs una propuesta muy repentina.\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0E\x0Cセレスティア\nEl corazón nos atrae a quien nos necesita.\nNo comprendes este concepto, ¿verdad?\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x08\x06モーヴ\nProbablemente no.\x0E\x04\x02\x00
MID_RELIANCE_A_#031	Pero, si aspiramos a establecer lazos familiares,\nharé el esfuerzo necesario.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0E\x0Cセレスティア\nJi, ji. Gracias, Mauvier.\x0E\x04\x02\x00
MID_RELIANCE_A_#033	En adelante, nos apoyaremos mutuamente.\nAnsío conocerte más, ahora que somos familia.\x0E\x04\x00\x00
MID_RELIANCE_A_#034	\x0E\x03\x02\x08\x06モーヴ\nEl sentimiento es mutuo, Zelestia.\x0E\x04\x00\x00
